"protein","0","1","2","4"
"A0AV96",14.7742635590701,15.0664373994195,15.1501181675391,15.0307973354644
"A0MZ66",15.0066709707606,14.9224167442635,14.7905473211808,14.085094069982
"A1L188",NA,10.8798402515653,11.2404151318691,11.3218699095481
"A2CJ06",19.6544119965041,NA,NA,19.1964725860495
"A2VCL2",14.9844546168659,15.1017037868375,15.0066691699528,15.3344520644153
"A3KMH1",13.7705134277865,13.2708717989592,13.7081409725046,13.5923664595479
"A4D2H0;A4FU28;P0CG41;Q86UF2;Q8IX94",15.2854019954392,16.871060538193,16.6339267211121,17.1454809630799
"A6NDG6",15.154291572042,14.5886768692268,14.84591511088,14.3749432873344
"A6NDR6;O00470;O14770;Q99687",10.3786397166383,10.5285033487637,10.6518636856689,10.4330931031029
"A6NHG4;P30046",16.7001152495977,16.8480506696511,16.841155882913,16.4839536685014
"A6NHQ2",16.9821031892137,17.6921514512559,17.8596116992203,17.5680750940757
"A6NIH7",14.6100679555982,14.7278984490273,14.8860009295831,14.7736425957135
"A6NIZ1;P61224",15.8831693834655,16.5684495921419,16.310393338332,16.0016263570664
"A6NIZ1;P61224;P62834",15.4021764975981,14.8302821676712,15.4273593245917,15.0292465956817
"A6NJ78",12.4298094671898,12.3346379529968,12.2260514982014,11.4281410984406
"A6NKD9",NA,12.0269624411581,11.8667211381073,11.0970663052817
"A8MXV4",14.5461593087056,14.8242008153031,14.7451232226844,15.8137514687369
"A8MYZ6",14.0132337577416,14.6436163921609,14.2944757713855,14.3690987971842
"B5ME19;Q99613",14.9121428490578,15.2120222571272,15.265843229869,15.4262410206742
"B7Z6K7;E7ETH6;Q9H707",14.4019547809658,14.0449421351669,14.7027814539257,14.6550667637154
"C4AMC7;Q6VEQ5",11.4169825720952,12.5413439540246,NA,13.7449864237599
"E9PAV3;Q13765",15.9916710326338,15.6894114089437,15.9504556878433,15.4519319745846
"E9PAV3;Q13765;Q9H009",15.9261973648462,16.9170263597227,16.8823432969656,15.982720887929
"E9PRG8",16.9321739958339,16.3614355917655,16.8062081563139,16.4541571943532
"L0R8F8",9.81948077394594,10.216279141289,10.4122612860892,11.1290983386485
"O00115",14.658908508434,14.8138680480936,15.0261482648797,16.1572540615993
"O00139",15.4452514892051,15.7959715012198,15.7337767877252,16.0105420521399
"O00148;Q13838",13.1024620053148,13.2808476439839,13.6102607342536,13.4598348226729
"O00151",14.5660282061334,14.7114168116011,14.853227149936,14.6063303004281
"O00154",14.1953245593851,14.5996534917103,14.5202913560642,14.3717330367459
"O00161",11.6850774540225,12.0436225771252,12.2465066930347,13.3636696795364
"O00165",14.2882775233202,14.0668022760031,14.0797125186312,13.5269545911523
"O00170",10.9369288908396,10.9619703322126,11.0277674697367,12.3406838970893
"O00186",9.9880282403683,NA,NA,NA
"O00193",12.620474329992,12.9082315896771,12.9934490922986,13.7111478033284
"O00203",15.0112503837986,15.3779369673798,15.5468642964593,15.2819560555875
"O00217",13.3109973019245,12.59688505383,13.3126531472182,12.9672333712899
"O00231",15.8515122942327,16.1760123917424,16.1210629395007,16.1511081738308
"O00232",15.2765580068721,15.4689392601823,15.7665393427838,15.3327327217703
"O00233",14.2018562279339,14.6325637182673,14.3903519642839,14.6406692739781
"O00257",11.4647757110711,11.4901900231505,11.678127370762,12.8044118884568
"O00264",16.2516425744279,16.5923887736471,16.5165663196945,16.0720317769133
"O00267",12.6958023936794,13.5232100562918,13.347972096663,13.7676321143382
"O00268",15.2509693546975,15.7881779225677,15.733532471763,16.9705339226763
"O00273",13.5926195626668,13.9213474331294,13.5909740018963,13.5230043565087
"O00299",17.3397960722863,17.7176361630503,18.0920800972509,17.5819113854849
"O00303",17.1322139778436,16.7666747532731,17.2710756660495,17.3309645887196
"O00330",12.9803976141964,13.1656743355345,13.292541900969,12.8296831669902
"O00399",16.7184744274245,16.6799733291195,17.1181270723262,16.6461288666036
"O00422",15.9391645793541,16.3313059905025,16.4513119981429,16.2567021204526
"O00479",11.5259729786279,11.6458402095521,11.9895813211302,11.6163539775383
"O00483",15.5447744477038,15.6591440209846,15.8816804346097,16.9323484560652
"O00487",14.4801704681758,15.1951676323914,14.9471036554822,14.5897192425393
"O00505",14.9902092066656,15.404818830614,15.1894093298857,15.3160779540382
"O00515",13.0447605438419,13.4344651394395,13.4935041253638,13.2376122897966
"O00541",15.9206180198148,15.822749869544,15.9497478310236,15.3999235485867
"O00566",11.4110215070556,12.5107922096271,12.316654840644,12.2702016666955
"O00567",15.0415101490601,14.7824250804855,15.1610296068025,14.5596193907994
"O00571",15.527020568819,15.6847041685757,15.8100694718922,15.8669371241149
"O00592",12.9444600678342,13.6627252468336,13.5289525682548,13.2562351067233
"O00625",16.1625618379488,16.3146980227412,16.1975368414357,15.4259190831113
"O00629",13.6952718211739,14.1570533929674,14.025175765368,14.1861703360227
"O00746",14.7965912209116,14.6283480551695,14.7455904644008,14.0728865142316
"O00754",11.7162076286681,11.7804520656836,11.890823079493,12.2096198192469
"O00764",13.3945205690374,13.8758985024734,13.7753154307871,13.162459900788
"O00767",13.2936369557194,13.8851557063777,14.0749671526381,14.3726851130002
"O14545",12.6701819639442,12.6034769929094,12.4392329569418,12.0458160095432
"O14548",14.4893287199441,13.7264813489501,14.478410182376,13.8124051482708
"O14561",NA,8.85174838984324,13.4543740220563,NA
"O14562",NA,14.5798237093002,14.2706169392954,13.5242650350701
"O14579",13.8547308517275,13.5914177816296,13.7395909623365,13.9077597873285
"O14618",15.974301346154,15.7223475225319,15.9979966487865,15.680865381885
"O14646;O14647",11.628359669257,12.6471021618966,NA,12.4010851043089
"O14737",15.4070835688215,15.6432024506621,15.4683062322301,15.3877177716137
"O14745",15.2315934806659,15.2846711151355,15.6070991439954,15.3408058156774
"O14753",NA,11.0279181971588,11.0141857248315,11.1113736390679
"O14773",13.0103061006161,13.4394586308212,12.6954370995056,13.4537912953421
"O14776",15.0895448145316,15.1710706266949,15.3220464996439,15.2392496725467
"O14777",13.959083520167,13.4679959885902,13.9264866860271,13.7542804744986
"O14782",13.2786841079823,12.9193152547983,13.5083466620364,13.3878638802245
"O14818",15.9936471966907,16.5089269229071,16.4127985539693,16.8194515239359
"O14818;Q8TAA3",16.715613546393,16.5325180772505,16.6907499023015,16.003514429689
"O14828",12.4729436524128,NA,NA,NA
"O14907",12.0163934818396,NA,NA,NA
"O14908",14.6460977106049,14.8464295859877,14.9472820781538,15.1919077512182
"O14929",15.8923407702521,16.0301572031898,16.1142369505919,15.9356275321449
"O14936",12.6456904927127,13.0229627396457,13.1609220461729,14.29571401308
"O14949",14.7493340257473,14.4909827955417,14.616424875096,13.988440262088
"O14950;P19105",13.5366149431982,13.9086163883706,14.1487002026392,14.4927630782261
"O14964",12.4620386542579,13.126908240048,13.4211952370404,13.9707961566476
"O14974",12.7191056171607,13.1438625013565,13.4348853583086,13.2302864489327
"O14979",14.7828988412972,14.9829064608454,15.0388797323825,15.0302278504572
"O14980",14.9914509049502,15.4788494518019,15.278600714156,16.3048577277131
"O15027",16.143780849736,16.1656669525269,16.0605315638198,15.5168093311048
"O15042",11.5177373358748,11.8138529204571,12.0763133413415,12.0402591949075
"O15078",NA,NA,10.1230487153774,9.99647969261158
"O15116",13.771274585929,14.3230163437641,14.1241209234995,13.9081842188384
"O15131;O60684;P52294",15.6398274896143,16.0079671614164,15.8129472827406,17.1717060811816
"O15143",15.9632977124311,15.7530651911474,16.0395499230165,15.5131456619654
"O15144",15.341826039981,15.5766132075733,15.5077717835765,15.3774110552397
"O15145",17.9195058633426,18.1739606469413,18.2654776737141,17.9851798316821
"O15156",13.1855129801996,13.7627930543263,13.5783232222756,13.3844880765933
"O15160",12.5299186888811,12.7541681030194,12.781968576118,13.4270425208862
"O15164",NA,11.9183140085924,12.0898102279883,NA
"O15173",16.3583334736067,15.8687729688268,16.4868686997714,16.20152019826
"O15212",12.8541482560884,12.8507405217448,13.4670399076691,13.66922401337
"O15213",14.1479505279438,14.2415361094102,14.3872929938932,14.0505631017369
"O15226",13.034462955093,13.8244626746448,13.7433111750735,13.6243068464237
"O15231",11.5052201310618,11.9382813295491,11.964556630467,11.6831547201847
"O15235",12.563361672352,12.4384050377308,12.8308254012942,12.3830024928572
"O15265",12.3865439162559,12.4454574922105,12.7647133224718,12.0108439895951
"O15297",12.7133600390386,12.2391489933363,12.839629874058,12.4930006431949
"O15305",15.726170979796,15.4771819082183,15.9033515819178,15.6441154248217
"O15347",15.8332369251233,16.4906057170614,16.4930928591651,15.7286934560882
"O15355",15.3980250485845,14.9058495283968,15.2441589146332,14.6895803311572
"O15371",15.2975731170257,15.4848643563435,15.4621478382905,15.2012759626264
"O15372",NA,13.3448319697372,13.3761411306194,13.1940697537893
"O15381",NA,9.12908675770071,10.4694719133714,10.7011815349698
"O15382",11.366376053121,11.7033858968252,11.8797956773533,11.3713760703431
